TransactionID,CustomerID,TransactionDateID,TransactionTypeID,Amount,ProductCategoryID,ProductSubcategoryID,BranchCityID,ChannelID,CreditCardFees,InsuranceFees,LatePaymentAmount,CustomerScoreID,CustomerScore,MonthlyIncome,CustomerSegmentID,RecommendedOfferID,CurrencyID
6127,3226,71,2,8841.053433,1,1,0,1,38.03,0,0,474,774,4870.45,2,2,1
6128,8206,396,3,610.7933398,4,1,4,3,0,0,81.95,444,744,8934.92,0,6,1
6129,8170,174,0,8843.704163,1,4,0,1,45.88,0,0,113,413,1822.18,1,1,1
6130,7207,349,2,7900.410585,2,2,5,0,0,72.88,0,317,617,7972.68,0,6,1
6131,3419,27,1,9000.781894,1,1,2,2,28.83,0,0,180,480,8274.05,0,0,1
6132,7240,425,3,6351.330997,0,0,5,2,0,0,3.06,44,344,3217.63,2,3,1
6133,2893,90,2,6748.447091,0,1,5,1,0,0,0,296,596,4628.43,2,3,1
6134,6322,638,3,7820.351288,3,0,3,2,0,0,52.06,323,623,6304.71,2,3,1
6135,8718,544,0,6436.959788,0,4,0,2,0,0,0,123,423,2660.56,1,1,0
6136,7878,715,2,5724.795387,2,2,2,1,0,63.18,0,200,500,4508.04,2,5,1
6137,2125,650,3,441.4198222,1,3,1,3,1.03,0,3.35,448,748,7319.1,0,0,1
6138,4117,617,2,6374.534957,1,3,3,2,29.84,0,0,213,513,5593.33,2,2,1
6139,5161,729,1,3634.926432,4,3,2,3,0,0,0,420,720,6728.63,2,3,1
6140,5042,202,1,511.0121214,4,4,5,2,0,0,0,270,570,3498.3,2,3,1
6141,5433,648,1,4070.713571,4,4,5,3,0,0,0,121,421,6599.34,2,3,1
6142,9638,14,0,744.3463638,1,1,0,0,34.68,0,0,101,401,6577.84,2,2,1
6143,3658,618,2,4325.022204,1,2,6,0,1.81,0,0,238,538,8348.47,0,0,1
6144,4483,614,3,2436.349688,4,2,2,2,0,0,167.34,22,322,4757.7,2,3,1
6145,3944,476,3,368.9502469,1,1,3,1,3.83,0,195.65,548,848,5721.49,2,2,0
6146,8210,315,5,828.6585666,2,2,1,1,0,34.71,0,79,379,7663.06,0,6,1
6147,8653,353,4,2250.584235,4,2,4,0,0,0,0,257,557,7602.73,0,6,1
6148,9787,302,1,2432.52518,0,1,2,1,0,0,0,539,839,3630.41,2,3,1
6149,2986,98,1,4070.718559,4,4,2,1,0,0,0,246,546,2644.73,1,4,1
6150,2074,383,1,3231.771423,0,3,5,1,0,0,0,513,813,9481.38,0,6,0
6151,5305,647,5,1585.678105,3,1,7,3,0,0,0,383,683,4600.42,2,3,1
6152,4007,603,5,1237.691232,0,1,3,0,0,0,0,159,459,3624.28,2,3,1
6153,1969,29,5,8366.174833,2,3,0,2,0,67.66,0,510,810,7887.99,0,6,0
6154,9772,43,1,9293.35005,1,3,1,1,21.2,0,0,517,817,9746.13,0,0,1
6155,3824,83,3,10798.89656,2,0,4,2,0,6.3,146.88,292,592,7846.41,0,6,1
6156,2211,227,1,1942.426624,3,0,1,3,0,0,0,439,739,6090.74,2,3,1
6157,1229,366,5,215.449489,2,0,4,1,0,17.75,0,538,838,8207.7,0,6,1
6158,5284,537,5,340.3585404,2,4,4,1,0,51.28,0,395,695,8502.34,0,6,1
6159,4185,813,4,8273.830015,3,1,2,2,0,0,0,98,398,6174.8,2,3,1
6160,1501,458,2,6039.489215,2,0,2,2,0,3.97,0,201,501,9520.21,0,6,1
6161,1048,150,4,214.3053898,3,4,7,1,0,0,0,137,437,9327.33,0,0,1
6162,4566,374,4,567.9603669,1,3,3,0,29.84,0,0,370,670,4653.49,2,2,1
6163,4055,652,1,4986.84123,4,0,7,2,0,0,0,432,732,9100.77,0,6,0
6164,9880,512,2,9438.709796,1,1,3,0,43.1,0,0,359,659,3589.71,2,2,1
6165,1386,328,2,1248.073001,1,2,4,3,40.11,0,0,195,495,2847.79,1,1,1
6166,1969,140,1,1613.286796,1,4,1,3,29.02,0,0,350,650,1064.6,1,1,1
6167,6820,187,3,11178.03154,2,4,1,0,0,25.82,11.33,500,800,8509.45,0,6,0
6168,4052,180,0,4968.230033,1,3,3,0,49.91,0,0,314,614,5469.52,2,2,1
6169,8397,728,1,14274.38093,3,3,6,1,0,0,0,246,546,2469.39,1,1,1
6170,3302,73,3,7760.155656,3,3,6,2,0,0,45.45,113,413,2227.47,1,1,1
6171,3283,167,3,8606.887679,3,0,4,1,0,0,96.68,235,535,8324.59,0,0,1
6172,5366,354,2,3291.628276,3,3,1,3,0,0,0,298,598,5383.85,2,3,1
6173,1122,42,1,8570.366023,1,2,0,2,2.52,0,0,69,369,2410.55,1,1,1
6174,7799,346,1,6434.659406,0,4,6,3,0,0,0,544,844,1023.55,1,1,1
6175,4727,645,2,1686.394371,4,4,5,2,0,0,0,476,776,1918.32,1,4,1
6176,9450,640,4,4778.251883,0,3,4,0,0,0,0,402,702,5687.15,2,3,1
6177,5958,368,1,4247.665148,2,1,3,1,0,58.13,0,134,434,5022.52,2,5,1
6178,1524,74,0,4543.448184,1,4,5,3,36.54,0,0,74,374,9335.1,0,0,1
6179,9399,736,0,6657.055648,0,0,7,3,0,0,0,350,650,7163.25,0,6,1
6180,1148,450,5,4069.084978,1,1,3,2,29.27,0,0,141,441,2811.66,1,1,1
6181,9001,298,5,12526.72591,3,1,5,1,0,0,0,414,714,3340.12,2,3,1
6182,1437,866,1,11921.79914,2,2,2,3,0,5.41,0,426,726,5472.38,2,5,1
6183,4749,737,3,3251.164812,0,3,3,0,0,0,119.12,129,429,4548.27,2,3,1
6184,9186,126,0,4377.793712,4,0,6,1,0,0,0,281,581,4791.13,2,3,1
6185,5453,201,0,4539.689345,3,1,7,2,0,0,0,52,352,5541.34,2,3,1
6186,6336,556,2,57.54344819,3,1,7,1,0,0,0,419,719,4176.56,2,3,1
6187,5551,149,0,1060.448047,2,3,2,2,0,13.61,0,208,508,3801.89,2,5,1
6188,3823,419,3,10986.65643,3,0,0,3,0,0,198.19,16,316,2688.48,1,1,1
6189,6728,486,5,1506.112592,3,3,1,0,0,0,0,426,726,9400.36,0,0,1
6190,9677,200,5,7323.955852,0,0,1,2,0,0,0,188,488,7964.66,0,6,1
6191,9391,519,2,12913.94475,3,3,0,3,0,0,0,205,505,5266.39,2,3,1
6192,2982,147,5,6398.621362,2,3,3,2,0,8.28,0,450,750,7994.22,0,6,0
6193,7996,689,4,5692.016125,1,3,6,1,35.75,0,0,480,780,7060.09,0,0,1
6194,3311,552,5,8625.106578,2,2,7,1,0,76.88,0,223,523,9318.88,0,6,1
6195,8225,649,0,9086.016011,2,3,0,1,0,1.39,0,241,541,5011.76,2,5,1
6196,1604,319,3,4809.606858,1,1,7,0,5.34,0,81.72,288,588,5580.61,2,2,1
6197,9175,725,3,2449.220494,0,2,1,3,0,0,71.38,229,529,1517.93,1,1,0
6198,6785,643,4,4540.783668,4,3,1,0,0,0,0,534,834,5954.51,2,3,1
6199,5597,713,3,237.0427444,4,0,7,3,0,0,159.19,480,780,7458.21,0,6,1
6200,8759,136,3,4429.279928,2,4,0,3,0,73.88,113.69,489,789,1663.07,1,1,1
6201,8532,81,3,5199.946974,0,2,2,3,0,0,186.68,204,504,1656.32,1,1,0
6202,9740,575,1,6949.336712,0,0,7,0,0,0,0,527,827,4223.88,2,3,0
6203,1838,93,4,586.0125384,0,2,0,3,0,0,0,38,338,3624.04,2,3,1
6204,4815,11,4,5141.11958,0,0,2,0,0,0,0,166,466,6434.25,2,3,1
6205,1847,800,5,6054.115742,2,1,6,2,0,7.71,0,540,840,4434.22,2,5,1
6206,5709,348,0,10233.28724,3,0,7,0,0,0,0,192,492,1535.41,1,1,0
6207,5507,430,4,1585.630504,4,1,1,0,0,0,0,284,584,2201.28,1,4,1
6208,7575,432,2,3546.468117,4,0,5,1,0,0,0,522,822,9255.82,0,6,1
6209,5773,122,4,1771.205718,1,2,5,3,45.43,0,0,4,304,6101.82,2,2,1
6210,5468,766,2,9630.463028,2,4,4,2,0,9.76,0,427,727,7635.3,0,6,1
6211,6192,557,3,3739.052253,4,2,4,1,0,0,70.21,445,745,2537.26,1,4,1
6212,4320,427,0,11756.35052,2,1,1,2,0,61.11,0,41,341,7896.59,0,6,1
6213,5698,13,2,2161.088002,2,0,4,3,0,8.87,0,18,318,5613.54,2,5,1
6214,5311,298,0,5632.247214,0,0,0,2,0,0,0,160,460,5772.7,2,3,1
6215,4673,526,0,3162.55505,1,0,3,3,19.99,0,0,298,598,7652.14,0,0,1
6216,2564,740,1,3508.566123,2,4,7,2,0,60.51,0,328,628,4031.97,2,5,0
6217,2840,617,0,2006.169133,4,2,7,0,0,0,0,37,337,1416.84,1,4,1
6218,7058,659,3,1426.167108,4,2,7,2,0,0,121.04,133,433,1202.83,1,4,1
6219,8131,756,2,2435.003161,1,0,1,2,11.38,0,0,532,832,8099.04,0,0,0
6220,1726,137,0,9543.461267,2,0,3,2,0,75.45,0,199,499,4855.27,2,5,1
6221,7697,718,3,5457.004902,0,0,3,3,0,0,36.19,482,782,2987.05,1,1,1
6222,1282,210,1,1078.377407,1,2,0,3,37.53,0,0,128,428,6461.22,2,2,1
6223,2081,483,3,6960.898339,2,4,0,1,0,71.63,143.45,495,795,3806.77,2,5,0
6224,4885,741,3,3244.179913,1,0,1,2,17.94,0,57.17,397,697,7804.59,0,0,0
6225,3881,132,4,7572.264532,0,0,3,0,0,0,0,215,515,2823.26,1,1,0
6226,3970,245,5,6341.669428,3,4,5,1,0,0,0,473,773,2919.23,1,1,1
6227,7985,430,2,618.8379165,3,4,1,2,0,0,0,76,376,7248.59,0,0,1
6228,1947,93,5,4952.491321,3,0,7,1,0,0,0,436,736,2408.18,1,1,1
6229,5760,314,1,2443.824344,0,1,3,3,0,0,0,351,651,9385.5,0,6,1
6230,1066,241,1,51.69231027,0,4,0,1,0,0,0,543,843,4909.45,2,3,1
6231,9828,280,3,4776.154847,1,4,6,2,19.67,0,99.56,24,324,7865.9,0,0,1
6232,9505,576,5,4518.636667,4,2,4,3,0,0,0,274,574,1039.96,1,4,1
6233,1564,57,2,6257.9043,0,3,7,2,0,0,0,314,614,4873.62,2,3,1
6234,4670,379,2,5341.322986,0,0,5,2,0,0,0,18,318,1300.55,1,1,1
6235,3251,196,3,5128.414546,3,3,3,2,0,0,157.01,242,542,1959.63,1,1,1
6236,1804,717,2,3467.685599,3,3,4,1,0,0,0,337,637,2284.23,1,1,1
6237,5631,357,4,5114.751329,3,0,3,3,0,0,0,456,756,8960.76,0,0,1
6238,2235,331,5,618.2006138,4,2,3,2,0,0,0,361,661,9203.85,0,6,1
6239,7720,378,1,1495.786955,3,4,4,3,0,0,0,108,408,7180.61,0,0,1
6240,7906,544,2,8566.821824,3,2,3,1,0,0,0,465,765,8454.56,0,0,1
6241,7016,213,2,4061.181382,4,2,0,2,0,0,0,240,540,6916.64,2,3,0
6242,4549,99,2,1494.326764,3,0,5,0,0,0,0,354,654,5398.67,2,3,1
6243,8938,418,3,3285.065703,1,1,2,3,16.98,0,185.69,329,629,9208.59,0,0,1
6244,5141,574,1,1209.270625,1,4,1,2,48.33,0,0,297,597,1282.31,1,1,1
6245,7966,247,5,3863.613272,2,4,1,2,0,60.44,0,223,523,7046.59,0,6,1
6246,6335,695,2,8122.705737,1,0,4,1,39.37,0,0,4,304,5365.74,2,2,1
6247,6077,736,4,178.6325231,4,1,5,3,0,0,0,136,436,6232.15,2,3,1
6248,6611,756,0,9648.67441,3,1,2,2,0,0,0,512,812,9087.18,0,0,1
6249,9089,728,3,754.6319499,2,3,4,2,0,11.54,161.79,275,575,5169.6,2,5,1
6250,3892,688,5,3330.633258,0,3,4,2,0,0,0,306,606,3233.97,2,3,1
6251,6577,397,2,3700.721816,0,2,7,1,0,0,0,92,392,3205,2,3,1
6252,4618,519,5,3933.144614,1,4,6,2,49.63,0,0,470,770,3046.9,2,2,1
6253,2559,191,3,7918.538539,2,4,6,0,0,32.06,77.12,186,486,5581.1,2,5,1
6254,7683,838,0,7592.741829,0,4,6,2,0,0,0,130,430,5348.72,2,3,1
6255,2507,190,4,2090.095791,0,2,5,1,0,0,0,496,796,2653.45,1,1,1
6256,3063,111,2,4757.961735,0,1,0,2,0,0,0,349,649,7038.2,0,6,1
6257,4642,179,4,3478.461363,1,1,4,0,19.33,0,0,454,754,4454.47,2,2,1
6258,3000,77,3,9776.408822,1,4,1,1,29.7,0,147.35,229,529,2854.98,1,1,1
6259,2294,315,4,11808.57392,2,1,2,2,0,63.21,0,419,719,2155.91,1,1,1
6260,5065,72,3,922.463649,1,4,2,1,12.3,0,182.87,260,560,7868.8,0,0,1
6261,9014,209,0,9523.278826,1,1,3,0,33.32,0,0,193,493,1520.14,1,1,0
6262,2603,549,4,3683.849357,4,0,4,1,0,0,0,295,595,4120.73,2,3,0
6263,2322,733,5,9706.482382,1,3,6,1,12.75,0,0,419,719,4639.62,2,2,1
6264,6956,66,5,9575.284517,2,0,7,2,0,9.93,0,478,778,4551.31,2,5,1
6265,3441,555,3,1269.660308,1,3,6,3,44.03,0,55.97,163,463,3664.66,2,2,1
6266,2098,199,5,7342.99023,1,1,3,2,35.88,0,0,269,569,3238.15,2,2,1
6267,6073,164,0,3625.828205,4,0,3,1,0,0,0,257,557,1311.57,1,4,1
6268,9488,490,4,2080.604854,2,4,7,1,0,38.55,0,87,387,1357.87,1,1,1
6269,4787,476,4,5875.097361,0,0,3,3,0,0,0,115,415,2118.02,1,1,1
6270,3096,628,2,3367.431561,4,1,2,1,0,0,0,172,472,4983.52,2,3,1
6271,3208,670,3,9727.003528,1,1,1,1,18.22,0,19.73,469,769,1585.14,1,1,1
6272,6988,413,5,9224.846501,3,3,2,3,0,0,0,389,689,7695,0,0,1
6273,1175,870,0,2071.018944,4,0,6,0,0,0,0,412,712,8705.23,0,6,1
6274,8169,619,3,4758.417859,4,1,6,2,0,0,110.56,162,462,6735.79,2,3,1
6275,7014,236,5,7800.160517,2,0,5,3,0,84.01,0,178,478,1502.01,1,1,1
6276,2667,102,2,2723.675548,0,2,6,3,0,0,0,457,757,9151.66,0,6,1
6277,9867,702,4,171.7488511,0,1,5,0,0,0,0,266,566,6682.07,2,3,1
6278,2823,823,4,5902.101505,0,3,1,3,0,0,0,114,414,2220.22,1,1,1
6279,6147,716,0,600.5977384,4,3,6,3,0,0,0,87,387,1063.62,1,4,0
6280,2356,624,1,13763.73125,3,4,3,0,0,0,0,186,486,2928.91,1,1,1
6281,4072,694,3,11937.50589,2,1,6,0,0,81.85,169.34,360,660,1941.17,1,1,1
6282,4259,699,5,3534.034894,3,4,4,0,0,0,0,172,472,5703.01,2,3,1
6283,7199,335,1,886.5671793,0,3,2,0,0,0,0,109,409,3341.53,2,3,0
6284,1546,256,3,2971.514012,4,1,6,0,0,0,162.22,549,849,8588.8,0,6,0
6285,6231,3,5,1672.790921,0,2,1,0,0,0,0,265,565,3448.6,2,3,1
6286,8965,3,2,8080.190799,3,0,3,3,0,0,0,235,535,2112.35,1,1,1
6287,3083,834,3,3234.492891,0,1,7,3,0,0,47.1,304,604,6585.78,2,3,1
6288,3040,380,5,7749.060471,1,4,0,2,38.22,0,0,527,827,6417.18,2,2,1
6289,5534,777,4,12414.69323,2,1,2,3,0,17.07,0,179,479,5375.05,2,5,1
6290,2752,793,3,6814.443538,3,3,1,0,0,0,199.53,381,681,1861.97,1,1,1
6291,2849,377,5,6703.430823,1,3,5,2,49.18,0,0,2,302,9247.83,0,0,1
6292,3642,258,0,2670.493838,0,3,3,3,0,0,0,87,387,8718.63,0,6,1
6293,2600,436,4,10710.87666,2,0,3,0,0,93.18,0,371,671,9830.46,0,6,1
6294,5402,170,4,470.7804763,2,1,2,2,0,74.85,0,366,666,4633.92,2,5,1
6295,4799,661,1,6134.064984,2,3,6,1,0,54.2,0,341,641,9919.2,0,6,1
6296,1618,836,5,885.8750549,4,3,2,2,0,0,0,140,440,2953.73,1,4,1
6297,2132,410,1,2205.985729,2,2,5,3,0,50.29,0,469,769,9274.07,0,6,1
6298,6491,512,0,5217.95614,1,3,7,2,29.22,0,0,346,646,5271.79,2,2,1
6299,6795,439,1,4596.487798,3,4,0,0,0,0,0,332,632,3870.32,2,3,1
6300,8633,6,2,4494.95255,1,3,7,2,28.64,0,0,324,624,7139.51,0,0,1
6301,2487,860,1,2388.919297,0,4,6,0,0,0,0,16,316,4564.09,2,3,1
6302,8848,116,1,2272.631475,4,0,1,2,0,0,0,194,494,9229.15,0,6,1
6303,6009,509,2,1429.748537,4,0,3,2,0,0,0,180,480,9623.07,0,6,0
6304,3113,154,2,6267.550308,0,1,0,0,0,0,0,362,662,7183.79,0,6,1
6305,2044,175,3,8318.172144,3,2,3,0,0,0,115.73,512,812,5631.78,2,3,1
6306,3431,610,1,809.4230086,4,1,7,2,0,0,0,395,695,3599.39,2,3,1
6307,8979,631,4,73.69019943,0,3,4,0,0,0,0,227,527,4145.98,2,3,1
6308,2582,554,2,144.0818852,0,0,5,2,0,0,0,93,393,5234.67,2,3,1
6309,2308,180,5,3292.805623,0,4,0,2,0,0,0,138,438,8938.41,0,6,1
6310,5917,408,3,2454.81939,0,1,1,3,0,0,81.4,112,412,4469.01,2,3,1
6311,9793,304,3,3263.640084,2,0,1,2,0,94.45,149.48,159,459,1169.99,1,1,1
6312,2620,264,1,9287.15792,3,4,2,0,0,0,0,349,649,4896.62,2,3,1
6313,8503,342,0,6342.698716,0,4,0,1,0,0,0,327,627,2508.77,1,1,1
6314,5766,689,4,798.5860296,2,3,2,3,0,26.81,0,205,505,3420.14,2,5,1
6315,6362,401,0,1376.532512,2,1,6,2,0,49.02,0,321,621,7134.47,0,6,1
6316,6192,391,0,3612.98344,1,4,5,1,8.81,0,0,500,800,4746.62,2,2,1
6317,7622,443,2,3447.024784,0,0,6,2,0,0,0,93,393,9679.84,0,6,1
6318,7093,834,5,4914.848345,2,1,1,1,0,82.48,0,157,457,4274.18,2,5,1
6319,7704,24,1,6250.224547,1,3,1,1,33.08,0,0,65,365,4151.01,2,2,0
6320,1100,391,4,862.0054974,1,3,1,3,14.01,0,0,361,661,1494.12,1,1,1
6321,7657,676,1,3861.779739,0,0,3,3,0,0,0,470,770,1715.26,1,1,0
6322,6875,107,1,4049.973203,4,4,4,0,0,0,0,298,598,5466.75,2,3,1
6323,5271,298,3,11529.01853,2,3,1,3,0,73.61,192.88,447,747,9399.95,0,6,0
6324,1237,297,0,2797.38571,4,3,3,2,0,0,0,281,581,9954.74,0,6,1
6325,8226,220,5,1362.396715,1,4,0,0,21.1,0,0,266,566,8867.03,0,0,1
6326,9032,25,5,3630.03813,4,4,4,2,0,0,0,191,491,5748.12,2,3,1
6327,6218,678,5,3973.167005,4,4,0,3,0,0,0,453,753,9776.87,0,6,1
6328,5025,774,5,1536.928027,0,2,3,2,0,0,0,255,555,5644.95,2,3,1
6329,7073,250,2,6630.022244,1,2,1,0,49.99,0,0,123,423,3571.69,2,2,0
6330,3542,750,2,13865.61683,3,4,7,2,0,0,0,548,848,9405.43,0,0,1
6331,2537,246,5,8928.923634,2,4,6,3,0,34.26,0,511,811,9709.9,0,6,1
6332,1754,305,4,3245.113638,0,0,5,2,0,0,0,183,483,6523.05,2,3,0
6333,8396,638,2,3456.967112,0,3,5,1,0,0,0,83,383,1630.83,1,1,1
6334,8823,847,2,1199.099969,3,1,7,1,0,0,0,94,394,8891.47,0,0,1
6335,6507,583,4,4106.290839,0,2,6,3,0,0,0,205,505,4398.86,2,3,1
6336,5235,117,5,7853.221425,1,2,6,0,1.89,0,0,118,418,8974.02,0,0,0
6337,1540,107,1,7630.390113,0,4,6,1,0,0,0,120,420,8147.51,0,6,1
6338,6510,476,2,3118.413282,0,4,4,3,0,0,0,498,798,6460.86,2,3,0
6339,9461,726,1,6495.347089,3,4,7,0,0,0,0,190,490,3461.34,2,3,1
6340,8926,96,1,691.7056007,2,1,5,3,0,31.03,0,454,754,7381.65,0,6,1
6341,6131,141,4,9627.011267,2,2,5,0,0,84.54,0,269,569,8173.5,0,6,1
6342,9697,805,5,3576.147094,4,1,4,1,0,0,0,464,764,7525.37,0,6,1
6343,2129,778,0,3946.975358,1,3,1,1,2.7,0,0,480,780,1172.26,1,1,1
6344,4145,728,1,10572.48366,3,1,1,1,0,0,0,222,522,5493.66,2,3,0
6345,9553,591,5,7740.412768,2,0,6,2,0,23.84,0,43,343,6660.51,2,5,1
6346,4720,104,3,11461.36753,3,2,0,1,0,0,55.07,188,488,3032.17,2,3,1
6347,5067,703,0,1570.386982,4,1,7,0,0,0,0,438,738,3720.01,2,3,1
6348,5195,728,0,8085.166716,2,2,0,0,0,3.29,0,488,788,1103.46,1,1,1
6349,8281,91,0,9327.283375,3,4,2,1,0,0,0,257,557,6203.88,2,3,1
6350,3509,13,5,894.0098773,1,1,3,1,8.43,0,0,412,712,4704.06,2,2,1
6351,6016,641,4,2755.115428,1,2,5,2,23.05,0,0,544,844,2183.34,1,1,1
6352,7533,571,4,4291.435372,4,1,4,1,0,0,0,240,540,9026.05,0,6,1
6353,5727,603,3,1949.077858,2,1,0,0,0,84.14,18.78,302,602,8078.18,0,6,1
6354,1681,462,4,4720.519164,2,1,3,0,0,52.57,0,61,361,2157.37,1,1,1
6355,4932,797,5,2210.679063,1,0,2,2,24.95,0,0,257,557,5776.33,2,2,1
6356,6560,126,0,703.5413889,4,0,4,3,0,0,0,517,817,4268.51,2,3,1
6357,5016,721,5,1070.457368,0,1,5,3,0,0,0,106,406,4832.72,2,3,1
6358,8339,805,0,3409.826053,1,1,6,0,41.17,0,0,124,424,5708.04,2,2,1
6359,1719,779,5,7860.929082,1,2,6,1,34.42,0,0,360,660,8683.91,0,0,1
6360,1074,208,4,14398.52697,3,4,1,1,0,0,0,266,566,2528.24,1,1,1
6361,5157,821,5,2854.494047,4,3,2,3,0,0,0,496,796,5118.77,2,3,1
6362,9511,311,2,4956.262452,0,4,2,0,0,0,0,321,621,2963.07,1,1,1
6363,3149,2,0,3885.526732,4,2,2,2,0,0,0,444,744,9543.8,0,6,1
6364,7713,471,0,3302.791249,4,0,2,0,0,0,0,427,727,6473.19,2,3,1
6365,5207,375,3,8299.160203,1,2,4,3,8.23,0,7.72,383,683,7054.71,0,0,1
6366,8141,567,2,8648.293557,1,2,4,2,37.2,0,0,365,665,7348.97,0,0,1
6367,9652,201,5,6143.432426,1,3,1,2,31.35,0,0,194,494,8656.89,0,0,1
6368,4936,7,4,7949.548398,3,4,7,0,0,0,0,276,576,1607.8,1,1,1
6369,2075,786,3,3054.127356,0,0,1,3,0,0,5.82,92,392,9453.17,0,6,1
6370,4876,771,2,3603.559923,0,2,4,0,0,0,0,175,475,1714.22,1,1,1
6371,5615,478,5,1726.428567,4,3,6,2,0,0,0,500,800,9451.89,0,6,1
6372,8265,480,4,4181.882811,1,2,3,1,36.71,0,0,159,459,3930.46,2,2,1
6373,7379,478,5,4488.309243,4,2,3,2,0,0,0,416,716,8582.87,0,6,1
6374,5652,656,0,9511.32609,1,4,6,0,42.23,0,0,117,417,1755.36,1,1,1
6375,7792,284,2,1806.536863,4,4,0,1,0,0,0,532,832,6366.9,2,3,1
6376,8456,736,2,1104.202586,4,3,4,3,0,0,0,162,462,1258.72,1,4,1
6377,5674,88,3,1178.761593,3,2,4,0,0,0,133.02,54,354,4463.12,2,3,0
6378,1541,422,4,12472.62434,3,2,7,2,0,0,0,74,374,6246.8,2,3,1
6379,3161,503,1,4343.580586,4,2,2,2,0,0,0,202,502,4274.34,2,3,0
6380,3251,534,5,4411.576837,1,1,3,3,19.04,0,0,21,321,7897.99,0,0,1
6381,5569,350,4,2707.894867,4,1,2,3,0,0,0,80,380,1215.05,1,4,1
6382,3744,546,1,7238.946652,1,2,4,1,2.26,0,0,206,506,2291.58,1,1,1
6383,7041,578,4,4674.491544,2,4,2,1,0,11.88,0,4,304,4554.58,2,5,1
6384,5675,108,5,1577.430344,0,3,4,3,0,0,0,61,361,2711.62,1,1,1
6385,2560,85,5,576.4605,4,4,1,1,0,0,0,488,788,5688.84,2,3,1
6386,2164,542,3,2930.346479,2,3,7,1,0,35.62,181.53,379,679,2212.21,1,1,1
6387,6419,766,2,3220.737607,4,0,2,0,0,0,0,422,722,2809.92,1,4,1
6388,3722,643,2,5190.189568,3,2,2,2,0,0,0,499,799,3754.6,2,3,1
6389,1470,259,2,6767.302425,0,2,6,0,0,0,0,296,596,4783.59,2,3,1
6390,2468,554,3,441.2291158,4,1,0,0,0,0,162.16,510,810,5616.3,2,3,1
6391,8925,381,2,6212.576617,3,0,3,1,0,0,0,535,835,8467.5,0,0,1
6392,1808,668,4,3839.781024,3,1,3,3,0,0,0,523,823,6407.52,2,3,0
6393,9363,377,2,11023.39761,2,4,4,3,0,25.97,0,353,653,7855.7,0,6,1
6394,7719,144,2,12015.39084,3,1,7,1,0,0,0,342,642,9642.88,0,0,1
6395,6073,594,0,12221.76711,2,3,1,0,0,57.2,0,23,323,8258.8,0,6,1
6396,9012,90,5,1175.261081,1,2,1,3,20.8,0,0,150,450,7015.74,0,0,1
6397,2645,25,3,7653.477709,1,4,5,1,20.63,0,93.12,19,319,1133.22,1,1,1
6398,9249,275,3,1239.64153,1,0,2,1,23.1,0,151.48,174,474,3317.97,2,2,1
6399,2129,113,2,1524.599842,1,2,2,2,16.06,0,0,444,744,5425.17,2,2,1
6400,2353,847,0,200.2807178,4,4,2,2,0,0,0,386,686,4966.92,2,3,1
6401,1767,322,1,5776.646301,2,0,0,2,0,92.85,0,62,362,7228.02,0,6,1
6402,4895,38,5,1239.837155,1,3,2,2,7.81,0,0,363,663,8761.11,0,0,0
6403,9874,686,2,5200.098008,3,3,1,2,0,0,0,533,833,5029.69,2,3,1
6404,4454,699,1,3438.388592,2,0,7,3,0,89.72,0,262,562,5192.86,2,5,1
6405,8329,663,4,4870.235274,4,2,6,1,0,0,0,240,540,2510.65,1,4,0
6406,2790,471,0,6442.006293,1,3,4,0,15.42,0,0,36,336,5355.12,2,2,1
6407,1885,304,0,5103.714307,2,4,6,3,0,31.85,0,151,451,5512.88,2,5,1
6408,8734,412,5,6851.044124,0,2,5,0,0,0,0,315,615,5276.13,2,3,1
6409,4906,678,0,633.6417271,1,0,0,2,32.44,0,0,264,564,5470.95,2,2,1
6410,5492,267,3,4158.54018,2,3,0,1,0,76.11,10.41,320,620,1500.06,1,1,1
6411,3073,499,1,5038.127129,1,3,4,3,36.06,0,0,503,803,1770.54,1,1,1
6412,1312,574,2,427.4967316,0,1,7,3,0,0,0,304,604,1422.31,1,1,1
6413,7269,258,1,2186.010335,3,1,2,0,0,0,0,162,462,5399.5,2,3,1
6414,6317,783,3,13337.68326,3,2,5,3,0,0,18.13,182,482,9275.36,0,0,1
6415,1810,188,4,1407.100712,0,2,6,3,0,0,0,42,342,2477.49,1,1,0
6416,7841,33,1,11444.63663,2,0,2,0,0,43.21,0,108,408,1751,1,1,1
6417,3032,572,2,483.7124509,4,0,4,3,0,0,0,310,610,7200.08,0,6,1
6418,8129,300,1,8688.983723,1,0,0,2,30.19,0,0,407,707,2998.84,1,1,1
6419,3705,754,0,2265.867661,4,1,2,1,0,0,0,286,586,6259.49,2,3,1
6420,9788,810,4,5611.447642,1,3,6,2,26.66,0,0,34,334,6182.67,2,2,0
6421,3147,417,1,1408.334782,4,3,5,3,0,0,0,177,477,2862.19,1,4,1
6422,1615,200,4,2680.718939,1,0,3,3,41.61,0,0,478,778,8190.94,0,0,1
6423,1947,738,4,7340.306023,3,1,7,3,0,0,0,207,507,1461.48,1,1,1
6424,6677,247,5,3486.560271,1,0,7,1,31.81,0,0,532,832,2664.44,1,1,1
6425,5651,593,5,768.9952138,1,4,1,0,23.39,0,0,278,578,8828.56,0,0,1
6426,8866,752,2,2763.031573,0,2,2,3,0,0,0,432,732,7322.66,0,6,1
